sector,property_type,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sohna road,flat,2.0,2.0,762.0,No,No,Medium
sector 72,flat,4.0,5.0,2625.0,Yes,No,Low
sector 113,flat,3.0,3.0,1806.0,No,No,Medium
sector 102,flat,4.0,5.0,2311.0,Yes,No,Medium
sector 92,flat,2.0,2.0,646.0,No,Yes,Low
sector 103,flat,3.0,3.0,1464.0,No,No,Medium
sector 65,flat,3.0,3.0,1828.08,No,No,Low
sector 108,flat,3.0,5.0,2343.1,Yes,No,Medium
sector 82a,flat,4.0,4.0,3902.0,Yes,Yes,Medium
sector 65,flat,3.0,3.0,2816.0,Yes,No,Medium
sector 69,flat,4.0,5.0,2910.0,No,No,Low
sector 85,flat,3.0,3.0,1825.0,No,No,Low
sector 89,flat,3.0,3.0,1581.0,No,Yes,Medium
sector 60,house,9.0,12.0,6390.0,Yes,No,Medium
sector 102,flat,3.0,3.0,1413.0,Yes,No,Low
sector 48,flat,3.0,3.0,2395.01,No,No,High
sector 102,flat,3.0,3.0,1314.0,Yes,No,Medium
sohna road,flat,3.0,2.0,1080.0,No,No,Low
sector 69,flat,4.0,4.0,1889.0,No,No,High
sector 4,house,2.0,1.0,75.0,No,No,Low
sector 84,flat,3.0,3.0,1652.0,No,No,Medium
sector 71,flat,3.0,3.0,1344.0,No,No,Low
sector 82,house,3.0,3.0,1700.0,No,No,Medium
sector 48,house,4.0,4.0,3240.0,Yes,No,Medium
sector 50,flat,3.0,3.0,2600.0,Yes,No,High
sector 4,house,2.0,2.0,67.0,No,No,Low
sector 65,flat,3.0,3.0,1866.67,No,No,Medium
sector 56,house,8.0,8.0,2727.0,No,No,Low
sector 72,flat,4.0,4.0,2941.0,Yes,No,High
sector 3,house,3.0,4.0,3500.0,No,No,Low
sector 2,flat,3.0,4.0,1738.0,Yes,No,Medium
sector 112,flat,2.0,2.0,1939.0,No,Yes,High
sector 43,flat,3.0,3.0,1385.0,No,No,High
sector 90,flat,4.0,4.0,2468.0,Yes,No,Low
sector 38,house,3.0,3.0,1440.0,No,No,Low
sector 71,flat,1.0,1.0,869.0,No,No,Medium
sector 95,flat,2.0,2.0,896.0,No,No,Low
sector 92,flat,3.0,2.0,1661.0,No,No,Low
sector 12,flat,3.0,3.0,905.0,No,No,Low
sector 22,flat,2.0,2.0,1285.0,No,No,Low
sector 33,flat,2.0,2.0,1539.0,No,No,Low
sector 2,flat,2.0,3.0,1000.0,No,No,Low
sector 37c,flat,2.0,2.0,925.0,No,No,Medium
sector 37c,flat,3.0,3.0,1820.0,No,No,Medium
sector 69,flat,3.0,3.0,1305.0,No,No,Medium
sector 37d,flat,3.0,3.0,1439.0,No,No,Low
sector 66,flat,2.0,3.0,1470.0,Yes,No,Medium
sector 86,flat,3.0,2.0,1878.0,No,No,Low
sector 76,flat,2.0,2.0,844.0,No,No,Medium
sector 66,flat,2.0,2.0,1188.0,No,No,Medium
sector 33,flat,3.0,2.0,1333.0,No,No,Medium
sector 69,flat,3.0,3.0,1392.0,No,No,Medium
sector 61,flat,2.0,2.0,1278.0,No,Yes,Medium
sector 66,flat,2.0,2.0,1072.0,No,No,Medium
sector 72,flat,3.0,3.0,2986.0,Yes,No,Medium
sector 37d,flat,3.0,3.0,1983.0,Yes,No,Low
dlf phase,house,4.0,4.0,1800.0,Yes,Yes,Medium
sector 58,flat,2.0,2.0,1244.0,No,No,Low
sector 107,flat,2.0,2.0,1200.0,No,No,Medium
sector 1,flat,4.0,4.0,1956.0,No,No,Low
sector 48,flat,4.0,5.0,4120.0,No,Yes,Medium
sector 66,house,5.0,6.0,6667.0,Yes,No,Medium
sector 69,flat,3.0,3.0,1893.0,No,No,Low
sohna road,flat,3.0,2.0,1210.0,No,No,Low
sector 72,flat,4.0,5.0,2629.0,Yes,No,Low
sector 48,flat,3.0,3.0,1869.01,No,No,Low
sector 51,flat,5.0,6.0,5200.0,Yes,Yes,High
sector 92,flat,3.0,3.0,711.0,No,No,Low
sector 70a,flat,2.0,2.0,1142.0,No,No,Medium
dlf phase,house,8.0,11.0,5000.0,Yes,Yes,Low
sector 83,flat,3.0,3.0,1674.0,Yes,Yes,High
sector 108,flat,3.0,4.0,4600.0,No,Yes,Low
sector 2,flat,4.0,4.0,5000.0,No,Yes,Medium
dlf phase,house,4.0,5.0,2844.0,Yes,Yes,Medium
sector 2,flat,2.0,2.0,1281.0,No,No,Medium
sector 106,flat,3.0,4.0,1186.0,Yes,No,Low
sector 72,flat,3.0,3.0,2308.0,Yes,No,Low
sector 4,flat,2.0,2.0,944.0,No,No,Low
sector 66,flat,3.0,2.0,1700.0,Yes,No,High
sector 68,flat,2.0,2.0,1127.0,No,No,Low
sector 95,flat,2.0,2.0,637.0,No,No,Low
sector 54,flat,3.0,3.0,2000.0,No,No,Medium
sector 81,flat,3.0,4.0,1900.0,Yes,No,Medium
sector 103,flat,4.0,4.0,2602.0,Yes,Yes,Low
sector 81,flat,3.0,2.0,1352.0,No,No,Low
sohna road,flat,2.0,2.0,4987.53,No,No,Low
sector 52,flat,3.0,3.0,2127.0,Yes,No,Low
sector 79,flat,3.0,3.0,2244.0,No,No,Low
sector 106,flat,3.0,4.0,1345.0,Yes,No,High
sector 48,house,4.0,4.0,2340.0,Yes,No,Low
sector 90,flat,4.0,4.0,2200.0,Yes,No,Medium
sector 37c,flat,3.0,3.0,1708.0,No,No,Low
sector 54,flat,3.0,4.0,1900.0,Yes,No,Medium
sohna road,flat,2.0,2.0,939.0,No,No,High
sector 108,flat,4.0,5.0,2204.0,Yes,No,Medium
sector 69,flat,4.0,4.0,1889.0,No,No,High
sector 86,flat,2.0,2.0,668.0,No,No,Low
sector 82,house,4.0,4.0,2425.0,Yes,No,Medium
sector 2,flat,1.0,1.0,722.0,No,No,Medium
sector 65,flat,3.0,4.0,1833.0,Yes,Yes,High
sector 82,flat,2.0,2.0,1176.0,No,No,Medium
sector 50,house,3.0,3.0,2160.0,Yes,No,High
sector 70a,flat,3.0,3.0,2000.0,Yes,No,High
sector 47,flat,3.0,4.0,1950.0,Yes,No,Low
sector 47,house,9.0,9.0,4650.0,Yes,No,Medium
sector 65,flat,3.0,3.0,1650.0,Yes,Yes,High
sector 88a,flat,2.0,2.0,1380.0,No,Yes,High
sector 112,flat,4.0,6.0,3655.0,Yes,No,High
sector 90,flat,4.0,4.0,2005.0,Yes,No,Low
sector 112,flat,4.0,6.0,3655.0,Yes,No,High
sector 83,flat,3.0,3.0,1162.0,No,No,Low
sector 4,house,2.0,2.0,50.0,No,Yes,Medium
sector 83,flat,4.0,4.0,2167.0,Yes,No,Low
sector 68,flat,3.0,3.0,1798.0,No,No,Low
sector 106,flat,3.0,3.0,1650.0,Yes,No,High
sector 1,flat,3.0,3.0,2081.0,Yes,No,Low
new gurgaon,flat,4.0,4.0,1607.0,No,No,Low
sector 65,flat,4.0,4.0,12222.0,Yes,No,Medium
dlf phase,house,5.0,5.0,4518.0,Yes,Yes,Medium
sector 83,flat,3.0,3.0,1607.0,No,No,Medium
sector 70,flat,3.0,5.0,1527.0,Yes,No,Medium
sector 12,house,7.0,7.0,2700.0,No,No,Low
surat nagar,house,2.0,3.0,50.0,No,No,Low
sohna road road,house,1.0,4.0,450.0,No,No,Low
sector 4,house,3.0,4.0,990.0,No,No,Low
sector 82,flat,4.0,5.0,2294.0,Yes,No,Medium
sector 78,flat,3.0,3.0,1730.0,No,No,Medium
sector 2,flat,3.0,4.0,1738.0,Yes,No,Medium
sector 86,flat,3.0,3.0,1746.0,No,No,Medium
sector 33,flat,3.0,3.0,1619.0,No,No,Low
sector 37d,flat,3.0,3.0,1699.0,No,No,Medium
sector 66,flat,2.0,2.0,1082.0,No,No,Medium
sector 85,flat,2.0,2.0,1130.0,No,No,Medium
sushant lok,flat,4.0,3.0,2650.0,No,No,Low
sector 90,flat,4.0,4.0,2005.0,No,No,Low
sector 70,flat,2.0,2.0,1222.0,No,Yes,Medium
sector 65,flat,2.0,2.0,1010.0,No,Yes,High
sector 111,flat,2.0,2.0,1338.0,No,Yes,Medium
sector 113,flat,3.0,2.0,1429.0,No,No,Low
sector 79,flat,2.0,2.0,1295.0,No,No,Low
sector 2,house,6.0,4.0,1557.0,No,No,Low
sector 69,flat,3.0,4.0,1674.0,No,No,High
sector 104,flat,2.0,2.0,1148.0,No,No,Medium
sector 65,flat,4.0,4.0,1975.05,Yes,Yes,High
sector 92,flat,3.0,2.0,1473.0,No,No,Low
sector 67,house,3.0,3.0,278.0,No,No,Low
dlf phase,house,5.0,5.0,2295.0,No,No,Low
sohna road,flat,2.0,2.0,681.0,No,No,Medium
golf course,flat,3.0,3.0,1357.0,No,No,Low
sector 59,flat,3.0,3.0,2738.0,Yes,No,Low
sector 80,flat,1.0,1.0,761.0,No,No,Medium
sector 113,flat,3.0,3.0,2460.0,Yes,No,High
sector 88a,flat,2.0,2.0,120.0,No,Yes,Medium
dlf phase,house,5.0,5.0,1800.0,Yes,Yes,Medium
sector 92,flat,2.0,2.0,905.0,No,No,Low
sector 37c,flat,3.0,3.0,1435.0,No,No,Medium
sector 50,flat,3.0,3.0,1950.0,No,No,High
sector 69,flat,3.0,3.0,1428.0,No,No,Low
sector 2,house,4.0,4.0,1557.0,No,No,Low
sohna road,flat,2.0,2.0,640.0,No,No,Low
sector 11,house,5.0,4.0,2025.0,No,No,Low
sector 92,house,4.0,4.0,5000.0,No,Yes,Low
sector 58,flat,3.0,4.0,2000.0,Yes,Yes,High
sector 83,flat,3.0,3.0,1600.0,Yes,No,High
sector 89,flat,3.0,3.0,1064.0,No,No,Medium
sector 108,flat,4.0,5.0,2343.0,Yes,Yes,Medium
sector 83,flat,3.0,3.0,1350.0,Yes,Yes,High
sector 33,flat,3.0,2.0,1409.0,No,No,Low
sector 63a,house,3.0,3.0,2771.0,Yes,No,High
sector 48,house,7.0,7.0,2340.0,No,No,Low
new palam,flat,2.0,2.0,73.0,No,No,Low
sector 69,flat,4.0,4.0,1743.0,No,No,High
sushant lok,house,1.0,4.0,60.0,No,No,Medium
sector 49,flat,3.0,3.0,1600.0,No,No,Low
sector 37d,flat,4.0,4.0,2091.0,No,No,Medium
sector 37c,flat,3.0,3.0,1593.0,No,No,Low
sector 33,flat,2.0,2.0,1448.0,No,No,Medium
sector 77,flat,2.0,2.0,1163.0,No,No,Low
sector 48,flat,4.0,4.0,3831.0,Yes,Yes,Medium
sector 92,flat,3.0,4.0,1805.0,Yes,No,Low
sector 95,flat,2.0,2.0,1300.0,No,No,Medium
sector 6,house,2.0,5.0,120.0,No,No,Low
sushant lok,house,4.0,4.0,1728.0,No,No,Medium
sector 86,flat,4.0,4.0,2139.0,Yes,Yes,Medium
sushant lok,house,8.0,7.0,2850.0,Yes,Yes,Medium
sector 63,flat,4.0,4.0,3950.0,No,No,Medium
sector 85,flat,2.0,2.0,1190.0,Yes,No,Medium
sector 113,flat,2.0,2.0,1276.0,No,No,High
sector 102,flat,3.0,3.0,1388.0,Yes,No,Medium
sector 102,flat,3.0,3.0,1314.0,No,No,High
sector 76,flat,2.0,2.0,1199.0,No,No,Low
sector 89,flat,2.0,3.0,998.0,No,No,Low
sector 83,flat,3.0,3.0,2588.0,No,No,Medium
dlf phase,house,4.0,4.0,3240.0,No,No,Low
sector 90,flat,3.0,3.0,1645.0,No,No,Medium
sector 77,flat,3.0,3.0,1900.0,Yes,No,Medium
sector 54,flat,4.0,6.0,2455.0,Yes,No,Medium
sector 12,house,5.0,5.0,1350.0,No,No,Low
sector 67a,flat,2.0,2.0,581.0,No,No,Medium
sector 102,flat,2.0,2.0,1100.0,No,No,Low
sector 70,flat,3.0,3.0,1527.0,Yes,No,Low
sector 92,flat,4.0,3.0,2040.0,No,No,Low
sector 61,flat,3.0,3.0,1721.0,No,No,Low
dlf phase,house,6.0,7.0,3240.0,Yes,Yes,Medium
sector 103,flat,3.0,3.0,1741.0,No,No,Medium
sector 4,flat,2.0,2.0,900.0,No,No,Low
sector 4,house,2.0,3.0,160.0,No,No,Low
sector 48,flat,3.0,4.0,1526.0,No,Yes,Medium
sector 60,flat,3.0,4.0,2045.06,Yes,No,High
sector 48,flat,4.0,4.0,3000.0,No,No,Low
sector 107,flat,2.0,2.0,598.0,No,No,Low
sector 90,flat,3.0,4.0,1765.0,Yes,No,High
sector 84,flat,2.0,2.0,1086.0,No,No,Medium
sector 48,house,4.0,6.0,3240.0,Yes,No,Low
sohna road,flat,2.0,1.0,476.0,No,No,Low
surat nagar,house,2.0,2.0,700.0,No,No,Low
sector 79,flat,3.0,3.0,1650.0,Yes,No,Medium
sector 103,flat,2.0,3.0,1613.0,Yes,No,Medium
sector 85,flat,3.0,4.0,1616.0,Yes,No,Low
